市,種別,価格（万円）,間取り,専有面積（㎡）,土地面積（㎡）,建物面積（㎡）,築年月,交通,所在地,物件名,URL
加古川市,マンション,950.0,3LDK,64.78,,,1998年2月,ＪＲ山陽本線「加古川」徒歩25分,兵庫県加古川市加古川町稲屋,グランプレステージ加古川Ⅱリフォーム済　３ＬＤＫ　２…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20033943/
加古川市,マンション,980.0,3LDK,74.45,,,1991年11月,ＪＲ山陽本線「宝殿」徒歩13分,兵庫県加古川市西神吉町岸,ローレルコート加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_75875922/
加古川市,マンション,980.0,4DK,69.01,,,1981年7月,山陽電鉄本線「別府」徒歩8分,兵庫県加古川市別府町別府,マンハイム加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20146178/
加古川市,マンション,980.0,4DK,69.01,,,1981年7月,山陽電鉄本線「別府」徒歩7分,兵庫県加古川市別府町別府,マンハイム加古川C棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20166555/
加古川市,マンション,980.0,3LDK,72.31,,,1991年2月,山陽電鉄本線「浜の宮」徒歩22分,兵庫県加古川市尾上町安田,朝日プラザクオーレ加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20054852/
加古川市,マンション,1090.0,3LDK,68.04,,,1994年11月,山陽電鉄本線「浜の宮」徒歩6分,兵庫県加古川市尾上町口里,Mプラザ加古川弐番館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78838350/
加古川市,マンション,1090.0,3LDK,60.1,,,1995年11月,山陽電鉄本線「浜の宮」徒歩22分,兵庫県加古川市野口町良野,プレステージ加古川Ⅱ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20107321/
加古川市,マンション,1180.0,2LDK,64.8,,,1993年8月,ＪＲ山陽本線「加古川」徒歩25分,兵庫県加古川市加古川町木村,ベルアバニティ加古川Ⅱ　中古マンション,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78441454/
加古川市,マンション,1220.0,2LDK,66.57,,,1992年3月,山陽電鉄本線「別府」徒歩2分,兵庫県加古川市別府町朝日町,コスモ加古川別府,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77941113/
加古川市,マンション,1280.0,4LDK,84.13,,,1990年4月,ＪＲ山陽本線「東加古川」バス10分停歩1分,兵庫県加古川市平岡町中野,万葉ハイツ東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20011475/
加古川市,マンション,1280.0,3LDK,65.89,,,1998年9月,ＪＲ山陽本線「宝殿」徒歩7分,兵庫県加古川市西神吉町岸,プレステージ宝殿２,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79175389/
加古川市,マンション,1350.0,2LDK+S（納戸）,73.76,,,1990年8月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市野口町北野,ローズヴイラ東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78970910/
加古川市,マンション,1370.0,3LDK,78.17,,,1992年2月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市野口町北野,エメラルドマンション東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20204240/
加古川市,マンション,1380.0,3LDK,70.91,,,1992年2月,ＪＲ山陽本線「東加古川」徒歩22分,兵庫県加古川市野口町北野,◆エメラルドマンション東加古川◆,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77943374/
加古川市,マンション,1430.0,3LDK,62.97,,,1987年2月,ＪＲ山陽本線「加古川」徒歩13分,兵庫県加古川市加古川町平野,加古川グリーンシティB棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79008374/
加古川市,マンション,1480.0,3LDK,70.6,,,1999年10月,山陽電鉄本線「別府」徒歩10分,兵庫県加古川市別府町本町１,エンブレイス加古川別府,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20101522/
加古川市,マンション,1680.0,2LDK,56.07,,,1989年3月,山陽電鉄本線「別府」徒歩10分,兵庫県加古川市別府町東町,ホーユウパレス加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20192379/
加古川市,マンション,1690.0,1LDK,66.57,,,1992年4月,山陽電鉄本線「別府」徒歩3分,兵庫県加古川市別府町朝日町,コスモ加古川別府,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79194944/
加古川市,マンション,1780.0,4LDK,78.73,,,2002年2月,ＪＲ山陽本線「加古川」徒歩15分,兵庫県加古川市加古川町粟津,センチュリー加古川粟津,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20053897/
加古川市,マンション,1870.0,4LDK,81.12,,,1996年2月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市平岡町新在家,ロイヤルシャトー東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78395894/
加古川市,マンション,1920.0,4LDK,75.09,,,1996年11月,ＪＲ加古川線「加古川」徒歩14分,兵庫県加古川市加古川町美乃利,リベール加古川１,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20123669/
加古川市,マンション,1920.0,4LDK,75.09,,,1996年11月,ＪＲ山陽本線「加古川」徒歩14分,兵庫県加古川市加古川町美乃利,リベール加古川1,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20143937/
加古川市,マンション,2190.0,4LDK,75.57,,,1999年1月,ＪＲ山陽本線「加古川」徒歩11分,兵庫県加古川市加古川町河原,リベール加古川シティWEST弐番館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77432411/
加古川市,マンション,2300.0,3LDK,63.68,,,2012年10月,ＪＲ山陽本線「加古川」徒歩14分,兵庫県加古川市加古川町木村,リベール加古川木村クラシック,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79045627/
加古川市,マンション,2399.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78727327/
加古川市,マンション,2399.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78595359/
加古川市,マンション,2399.0,3LDK,68.45,,,2007年5月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町本町,アルファステイツ加古川本町,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77957019/
加古川市,マンション,2980.0,3LDK,64.13,,,2023年5月,ＪＲ山陽本線「加古川」徒歩4分,兵庫県加古川市加古川町寺家町,ブランシエラ加古川リアラス　8階　2980万円,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78945252/
加古川市,マンション,90.0,2LDK,38.11,,,1972年11月,ＪＲ山陽本線「東加古川」徒歩27分,兵庫県加古川市野口町長砂,サニーハイツ加古川壱号棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20220122/
加古川市,マンション,150.0,4DK,73.27,,,1979年3月,ＪＲ山陽本線「土山」徒歩17分,兵庫県加古川市平岡町山之上,城の宮第一住宅八号棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79231434/
加古川市,マンション,150.0,4DK,64.84,,,1978年6月,山陽電鉄本線「尾上の松」徒歩9分,兵庫県加古川市尾上町養田,●●●尾上グリーンハイツE棟●●●,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77378902/
加古川市,マンション,190.0,3LDK,67.89,,,1975年3月,ＪＲ加古川線「神野」徒歩2分,兵庫県加古川市新神野３,新神野住宅4号棟　３ＬＤＫ　５階建て５階部分　R3.…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79064240/
加古川市,マンション,350.0,4DK,72.0,,,1981年2月,山陽電鉄本線「尾上の松」徒歩20分,兵庫県加古川市加古川町備後,加古川鳩里団地,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77355006/
加古川市,マンション,400.0,3DK,48.98,,,1974年7月,ＪＲ山陽本線「東加古川」徒歩14分,兵庫県加古川市野口町野口166-1,野口マンション3号棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78045356/
加古川市,マンション,450.0,4LDK,93.74,,,1980年3月,ＪＲ山陽本線「土山」徒歩15分,兵庫県加古川市平岡町山之上,城の宮第2住宅15号棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20202412/
加古川市,マンション,450.0,2LDK+S（納戸）,62.64,,,1996年3月,ＪＲ加古川線「加古川」徒歩27分,兵庫県加古川市加古川町西河原,サンロイヤル加古川リヴァージュ3番館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20207256/
加古川市,マンション,498.0,3LDK,66.94,,,1996年3月,ＪＲ山陽本線「加古川」徒歩27分,兵庫県加古川市加古川町西河原,サンロイヤル加古川リバージュ３号館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78169837/
加古川市,マンション,630.0,3LDK,65.97,,,1997年4月,ＪＲ山陽本線「加古川」徒歩31分,兵庫県加古川市加古川町西河原,【サンロイヤル加古川リバージュⅣ】　南西向き♪,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78898970/
加古川市,マンション,680.0,4DK,67.89,,,1975年3月,ＪＲ加古川線「神野」徒歩3分,兵庫県加古川市新神野３,新神野住宅参号棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78950326/
加古川市,マンション,690.0,4LDK,66.2,,,1991年11月,ＪＲ山陽本線「宝殿」徒歩7分,兵庫県加古川市西神吉町岸,【センチュリー加古川】　JR「宝殿」駅から徒歩7分　…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78487828/
加古川市,マンション,690.0,3LDK,64.58,,,1998年3月,ＪＲ加古川線「加古川」徒歩28分,兵庫県加古川市加古川町稲屋,グランプレステージ加古川Ⅱ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78045346/
加古川市,マンション,730.0,3LDK,64.8,,,1993年8月,ＪＲ山陽本線「加古川」バス9分停歩6分,兵庫県加古川市加古川町木村,【ベル・アーバニティ加古川2】　令和1・3・6年にリ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79213462/
加古川市,マンション,780.0,3LDK,67.47,,,1991年11月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県加古川市西神吉町岸,ローレルコート加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20089096/
加古川市,マンション,780.0,3LDK,56.96,,,1995年2月,山陽電鉄本線「尾上の松」徒歩10分,兵庫県加古川市尾上町長田,セザール加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20060860/
加古川市,マンション,790.0,3LDK+S（納戸）,94.85,,,1991年9月,山陽電鉄本線「浜の宮」徒歩20分,兵庫県加古川市尾上町安田,ファミールハイツ加古川壱番館　4階　角部屋　３ＳＬＤ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20091559/
加古川市,マンション,790.0,3LDK,61.17,,,1999年9月,ＪＲ山陽本線「加古川」徒歩24分,兵庫県加古川市加古川町西河原,グランプレステージ加古川Ⅲ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20185360/
加古川市,マンション,790.0,3LDK,60.17,,,1998年2月,山陽電鉄本線「別府」徒歩9分,兵庫県加古川市平岡町八反田,プレステージ加古川Ⅴ　専有面積60.17㎡　3LDK…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78028939/
加古川市,マンション,880.0,3LDK,70.15,,,1990年8月,ＪＲ山陽本線「東加古川」徒歩11分,兵庫県加古川市野口町北野,ローズヴィラ東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78013444/
加古川市,マンション,880.0,4LDK,81.78,,,1991年11月,ＪＲ山陽本線「宝殿」徒歩13分,兵庫県加古川市西神吉町岸,ローレルコート加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78393146/
加古川市,マンション,930.0,2LDK,62.04,,,1997年8月,ＪＲ山陽本線「土山」徒歩10分,兵庫県加古川市平岡町土山,プレステージ明石西2　JR土山駅徒歩約10分　一部リ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78199409/
加古川市,マンション,930.0,2LDK,62.04,,,1994年1月,ＪＲ山陽本線「土山」徒歩10分,兵庫県加古川市平岡町土山,プレステージ明石西Ⅱ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20178626/
加古川市,マンション,980.0,3LDK,83.77,,,1991年7月,山陽電鉄本線「別府」徒歩18分,兵庫県加古川市平岡町一色,ルイシャトレ東加古川　6階　３ＬＤＫ　南向き　カウン…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78481130/
加古川市,マンション,980.0,3LDK,75.69,,,1991年8月,ＪＲ山陽本線「加古川」バス9分停歩3分,兵庫県加古川市加古川町西河原97-7,サンロイヤル加古川リバージュ二号館,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78045347/
加古川市,マンション,980.0,3LDK,78.06,,,1992年2月,ＪＲ山陽本線「東加古川」徒歩20分,兵庫県加古川市野口町北野,◎価格変更♪南向き角部屋♪両面バルコニーにつき通風良…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20255594/
加古川市,マンション,980.0,3LDK,67.96,,,1992年3月,ＪＲ加古川線「加古川」徒歩11分,兵庫県加古川市加古川町河原,シティパーク加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78045376/
加古川市,マンション,980.0,3LDK,69.4,,,1995年2月,ＪＲ山陽本線「宝殿」徒歩5分,兵庫県加古川市西神吉町岸,グランシティ加古川　3LDK　LDK約15.4帖　カ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78810245/
加古川市,マンション,998.0,4DK,69.01,,,1981年7月,山陽電鉄本線「別府」徒歩7分,兵庫県加古川市別府町別府,マンハイム加古川　A棟,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78695398/
加古川市,マンション,1070.0,3LDK,68.97,,,1995年7月,山陽電鉄本線「尾上の松」徒歩5分,兵庫県加古川市尾上町今福,リベール加古川南,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20204389/
加古川市,マンション,1080.0,2LDK+S（納戸）,55.37,,,2002年2月,山陽電鉄本線「尾上の松」徒歩17分,兵庫県加古川市加古川町備後,【プレステージ加古川サウスアベニュー】　一部リフォー…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20254390/
加古川市,マンション,1088.0,3LDK,67.06,,,1992年3月,ＪＲ加古川線「加古川」徒歩11分,兵庫県加古川市加古川町河原,シティパーク加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20035969/
加古川市,マンション,1138.0,3LDK,64.8,,,1993年10月,ＪＲ山陽本線「加古川」徒歩25分,兵庫県加古川市加古川町木村,ベル・アーバニティ加古川II　1階　中古マンション,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20129572/
加古川市,マンション,1138.0,3LDK,64.8,,,1993年8月,ＪＲ山陽本線「加古川」徒歩34分,兵庫県加古川市加古川町木村,ベル・アーバニティ加古川2,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20164112/
加古川市,マンション,1140.0,3LDK,71.29,,,1986年12月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市野口町野口,藤和東加古川ハイタウンC棟　JR「東加古川駅」徒歩1…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20222924/
加古川市,マンション,1140.0,3LDK,71.29,,,1986年12月,ＪＲ山陽本線「東加古川」徒歩18分,兵庫県加古川市野口町野口,藤和東加古川ハイタウン,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20085211/
加古川市,マンション,1150.0,3LDK,77.22,,,1997年11月,山陽電鉄本線「浜の宮」徒歩5分,兵庫県加古川市尾上町口里,【Mプラザ加古川五番館】　南東向きの高層階にて陽当り…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78898905/
加古川市,マンション,1180.0,3LDK,64.8,,,1993年8月,山陽電鉄本線「尾上の松」徒歩30分,兵庫県加古川市加古川町木村,ベル・アーバニティ加古川Ⅱ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78878669/
加古川市,マンション,1180.0,3LDK,73.0,,,1994年2月,ＪＲ山陽本線「東加古川」徒歩15分,兵庫県加古川市平岡町二俣,ジークレフ加古川東,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_74945649/
加古川市,マンション,1200.0,3LDK,82.65,,,1992年3月,ＪＲ山陽本線「東加古川」徒歩16分,兵庫県加古川市平岡町高畑,ライオンズマンション東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77693655/
加古川市,マンション,1200.0,3LDK,82.65,,,1992年2月,ＪＲ山陽本線「東加古川」徒歩14分,兵庫県加古川市平岡町高畑,ライオンズマンション東加古川　即時引渡し可能　FUK…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_76558148/
加古川市,マンション,1200.0,3LDK,76.2,,,1994年2月,ＪＲ山陽本線「東加古川」徒歩17分,兵庫県加古川市平岡町二俣,ジークレフ加古川東,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78904795/
加古川市,マンション,1230.0,3LDK,71.86,,,1990年9月,ＪＲ山陽本線「加古川」徒歩20分,兵庫県加古川市加古川町本町,グレーシィ加古川　R6.12月リフォーム済！　6階部…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_75978485/
加古川市,マンション,1230.0,3LDK,71.86,,,1990年9月,ＪＲ山陽本線「加古川」徒歩21分,兵庫県加古川市加古川町本町,グレーシィ加古川　R6.12月リフォーム済　LDK約…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77140617/
加古川市,マンション,1250.0,3LDK,59.73,,,2000年8月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町河原,※価格変更しました※　プレステージ加古川Ⅵ,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_77737025/
加古川市,マンション,1250.0,3LDK+S（納戸）,101.87,,,1991年9月,山陽電鉄本線「浜の宮」徒歩17分,兵庫県加古川市尾上町安田,ファミールハイツ加古川壱番館　専有面積約101.87…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78566359/
加古川市,マンション,1298.0,3LDK,66.57,,,1992年3月,山陽電鉄本線「別府」徒歩3分,兵庫県加古川市別府町朝日町,コスモ加古川別府,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78703787/
加古川市,マンション,1330.0,3LDK,66.0,,,1985年7月,ＪＲ山陽本線「加古川」徒歩10分,兵庫県加古川市加古川町平野,加古川グリーンシティE棟　3LDK　南東バルコニー　…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_71724361/
加古川市,マンション,1330.0,3LDK,66.0,,,1985年7月,ＪＲ山陽本線「加古川」徒歩12分,兵庫県加古川市加古川町平野,加古川グリーンシティE棟　３ＬＤＫ　FUKUYA東加…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_75914571/
加古川市,マンション,1350.0,2LDK+S（納戸）,73.76,,,1990年8月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市野口町北野,ローズヴィラ東加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79221871/
加古川市,マンション,1350.0,2LDK+S（納戸）,73.76,,,1990年8月,ＪＲ山陽本線「東加古川」徒歩12分,兵庫県加古川市野口町北野1-1,ローズヴイラ東加古川　716,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78985312/
加古川市,マンション,1380.0,3LDK,76.07,,,1992年2月,ＪＲ山陽本線「東加古川」徒歩21分,兵庫県加古川市野口町北野,エメラルドマンション東加古川　4階部分　３ＬＤＫ　Ｗ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_76417301/
