"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",12,100000,6100,55,1800,"不整形",3,"","","","","その他","北東","私道",5,"１中住専",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",10,4800000,"",95,"","ほぼ長方形",7.1,80,"1977年","木造","住宅","住宅","北東","市道",6.4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",14,1700000,12000,490,3500,"不整形","","","","","","その他","南西","市道",2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",15,23000000,75000,990,23000,"ほぼ長方形",26,"","","","","","南","市道",5.4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",5,13000000,"",170,"","袋地等",4,80,"1980年","木造","住宅","住宅","南東","市道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",11,8200000,240000,115,73000,"ほぼ整形",8,"","","","","住宅","南東","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",10,23000000,"",135,"","不整形",16,95,"2024年","木造","住宅","住宅","南西","私道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",18,2000000,"",60,"","ほぼ長方形",6,65,"1981年","木造","住宅","住宅","西","私道",3.5,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",6,4000000,"",115,"","ほぼ長方形",8.5,95,"1987年","木造","住宅","住宅","南西","私道",5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",20,7000000,86000,270,26000,"ほぼ長方形",19,"","","","","住宅","西","市道",20,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",15,1000000,26000,130,7800,"ほぼ長方形",8.6,"","","","","住宅","南西","市道",2.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",11,4000000,"",80,"","ほぼ台形",10.8,75,"1981年","木造","住宅","住宅","南西","県道",6.3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",24,18000000,140000,410,43000,"ほぼ長方形",16,"","","","","","南西","市道",18,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",9,19000000,"",135,"","ほぼ台形",17,110,"2012年","木造","住宅","住宅","北東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,30000000,100000,990,30000,"ほぼ長方形",26.7,"","","","","","西","道路",2,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,8000000,89000,300,27000,"ほぼ長方形",26.5,"","","","","","接面道路無","","","１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,21000000,100000,690,30000,"ほぼ長方形",26.5,"","","","","","西","道路",2,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",21,3500000,150000,80,45000,"ほぼ台形",7,"","","","","事務所","南東","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,15000000,100000,500,30000,"ほぼ長方形",27,"","","","","","西","道路",2,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,13000000,89000,500,27000,"ほぼ長方形",27.4,"","","","","","接面道路無","","","１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,24000000,100000,780,30000,"ほぼ長方形","","","","","","","西","道路",2,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","尾上町","浜の宮",20,13000000,89000,500,27000,"ほぼ長方形",27,"","","","","","接面道路無","","","１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","尾上町","浜の宮",10,4600000,100000,150,31000,"ほぼ長方形","","","","","","その他","南西","県道",7,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",19,15000000,220000,230,68000,"ほぼ長方形",10.6,"","","","","住宅","北西","市道",3.7,"１種住居",60,200,"2024年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","浜の宮",14,7500000,150000,165,45000,"ほぼ長方形",9.2,"","","","","住宅","南西","道路",3.5,"１中住専",60,200,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",24,27000000,"",150,"","ほぼ長方形",11,100,"1995年","木造","住宅","住宅","北東","道路",6,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",25,1500000,130000,40,38000,"ほぼ台形","","","","","","その他","南","市道",6,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",10,11000000,"",260,"","不整形",16,130,"1985年","木造","住宅","住宅","北東","市道",4.4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",24,36000000,"",145,"","ほぼ長方形",10,100,"2024年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",15,21000000,"",180,"","ほぼ整形",13.6,110,"2010年","","住宅","住宅","南西","市道",6,"１低住専",50,100,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",24,13000000,"",125,"","ほぼ台形",6,100,"1986年","木造","住宅","住宅","南東","市道",4.5,"準住居",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",25,12000000,240000,170,73000,"ほぼ長方形",9.5,"","","","","住宅","南","市道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",18,5700000,190000,100,57000,"ほぼ長方形","","","","","","","北西","市道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",15,24000000,"",135,"","ほぼ長方形","",100,"2025年","木造","住宅","住宅","北","市道",6.5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松","30分～60分",15000000,240000,200,73000,"ほぼ整形",10,"","","","","住宅","南西","私道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松","30分～60分",15000000,330000,150,100000,"ほぼ長方形","","","","","","住宅","北西","道路",6,"１中住専",50,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",14,13000000,180000,240,55000,"ほぼ長方形","","","","","","住宅","南東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",11,20000000,"",220,"","ほぼ長方形","",140,"1993年","軽量鉄骨造","住宅","住宅","北西","市道",4.3,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",29,43000000,"",185,"","ほぼ長方形","",105,"2025年","","住宅","住宅","南西","道路",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",16,2400000,"",100,"","ほぼ長方形","",85,"1988年","木造","住宅","その他","北東","市道",4.3,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",25,12000000,250000,150,77000,"ほぼ長方形","","","","","","住宅","南","道路",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",20,9500000,"",210,"","ほぼ正方形",15,100,"","木造","住宅","倉庫","南西","市道",3.5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",15,500000,"",165,"","袋地等",13,110,"1992年","木造","住宅","住宅","南東","私道",4.2,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","尾上の松",18,8000000,"",210,"","ほぼ長方形","","","1969年","軽量鉄骨造","住宅","住宅","北西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",8,25000000,"",360,"","ほぼ長方形","",100,"2005年","木造","住宅","住宅","南東","市道",1.7,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,13000000,"",130,"","ほぼ長方形",13,70,"1970年","木造","住宅","住宅","南東","市道",6,"調整区域",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",26,13000000,"",170,"","ほぼ長方形","",140,"1976年","木造","住宅","住宅","南東","市道",4.3,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",14,31000000,"",100,"","ほぼ長方形",6,105,"2025年","木造","住宅","住宅","南東","私道",4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",19,88000000,"",820,"","不整形",10,660,"1988年","ＲＣ","共同住宅","住宅","南東","市道",16,"２種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",18,45000000,"",115,"","ほぼ整形",11,105,"2025年","軽量鉄骨造","住宅","住宅","北西","私道",4,"２中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",21,18000000,500000,115,150000,"ほぼ整形",13,"","","","","住宅","北東","市道",8.5,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",18,21000000,"",115,"","ほぼ長方形",7.7,105,"2005年","木造","住宅","住宅","北東","市道",6,"２中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",11,1800000,100000,55,32000,"ほぼ整形","","","","","","その他","南西","道路",1.2,"近隣商業",80,300,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川","30分～60分",15000000,"",145,"","ほぼ整形",14,110,"1979年","木造","住宅","住宅","南東","市道",6.5,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",2,32000000,770000,140,230000,"ほぼ長方形",8,"","","","","店舗","南東","市道",4.5,"商業",80,400,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",16,50000000,"",135,"","ほぼ長方形",8.5,105,"2025年","木造","住宅","住宅","南東","市道",6,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",18,36000000,"",150,"","ほぼ整形",4,95,"2025年","木造","住宅","住宅","東","道路",5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,30000000,"",260,"","不整形","",125,"1990年","軽量鉄骨造","住宅","住宅","北","市道",4.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",14,17000000,390000,140,120000,"ほぼ台形","","","","","","その他","北東","市道",6.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",26,50000000,210000,790,64000,"ほぼ長方形","","","","","","","北西","市道",7.2,"１中住専",50,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",25,45000000,"",140,"","ほぼ長方形","",100,"2023年","木造","住宅","住宅","北西","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",8,49000000,"",100,"","ほぼ台形","",90,"2025年","木造","住宅","住宅","南","市道",6.6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",13,18000000,"",170,"","ほぼ長方形","",135,"1979年","木造","住宅","住宅","北西","市道",4,"準住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,110000000,330000,1100,100000,"ほぼ長方形",28.7,"","","","","住宅","南西","市道",6,"２中住専",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",23,38000000,"",130,"","ほぼ長方形",15.8,100,"2024年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,22000000,400000,185,120000,"不整形",4.3,"","","","","住宅","北東","私道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,74000000,240000,1000,71000,"不整形",30,"","","","","住宅","北","市道",3.5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",25,24000000,"",135,"","ほぼ長方形","",120,"2004年","木造","住宅","住宅","南東","市道",5.2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",11,2000000,50000,130,15000,"ほぼ台形","","","","","","その他","北東","市道",6,"近隣商業",80,300,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",7,12000000,550000,70,170000,"不整形","","","","","","その他","北西","私道",4.3,"２種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",7,16000000,880000,60,270000,"ほぼ正方形","","","","","","その他","南東","県道",30,"商業",80,400,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,15000000,250000,200,75000,"ほぼ整形",14,"","","","","その他","北東","市道",9,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",16,44000000,"",110,"","ほぼ整形",9.5,100,"2025年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",12,12000000,360000,105,110000,"ほぼ整形",7,"","","","","住宅","南東","市道",6.3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",20,62000000,250000,820,76000,"ほぼ長方形","","","","","","","南東","市道",6.3,"２中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",25,25000000,"",480,"","ほぼ台形",20,360,"1981年","木造","住宅、駐車場","住宅","北西","市道",8,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,57000000,"",155,"","袋地等","",100,"2025年","木造","住宅","住宅","西","私道",5.5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",16,35000000,"",135,"","ほぼ長方形",7.5,105,"2025年","木造","住宅","住宅","南東","道路",5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",9,38000000,"",185,"","ほぼ整形",12,160,"1992年","木造","住宅、店舗","その他","南西","国道",12,"商業",80,400,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,3000000,"",60,"","ほぼ整形",6,50,"1974年","木造","住宅","倉庫","北","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",28,62000000,"",160,"","ほぼ台形",13,"","","","","住宅","北東","市道",5,"２中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",4,4200000,420000,35,130000,"ほぼ整形",6,"","","","","その他","北東","市道",1.6,"商業",80,400,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",4,6800000,370000,60,110000,"ほぼ整形",5,"","","","","その他","北西","市道",4,"商業",80,400,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",8,6000000,"",65,"","ほぼ長方形","",80,"","木造","住宅、店舗","","南西","市道",6,"商業",80,400,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",4,8700000,430000,65,130000,"ほぼ台形",4.5,"","","","","その他","北西","市道",4,"商業",80,400,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",13,13000000,400000,100,120000,"ほぼ整形","","","","","","","北西","市道",25,"近隣商業",80,300,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",21,30000000,"",115,"","ほぼ長方形",9,100,"2024年","木造","住宅","住宅","北東","市道",6,"２中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",11,19000000,570000,105,170000,"不整形","","","","","","住宅","南東","市道",4.4,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",6,6000000,"",55,"","ほぼ長方形",5.7,95,"1954年","木造","店舗、その他","店舗","南西","市道",5.7,"商業",80,400,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",6,20000000,"",95,"","ほぼ正方形",10,120,"1986年","木造","住宅","住宅","南東","市道",6,"商業",80,400,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","加古川",3,5500000,340000,55,100000,"ほぼ整形",5,"","","","","その他","南東","市道",5,"商業",80,400,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",14,47000000,"",125,"","ほぼ整形",10,100,"2023年","木造","住宅","住宅","北西","市道",8,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",16,18000000,100000,580,31000,"袋地等",4,"","","","","","南東","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",15,79000000,"",190,"","ほぼ長方形","",130,"2025年","木造","住宅","住宅","東","私道",3.4,"１中住専",60,200,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",15,25000000,"",300,"","ほぼ整形","",190,"1988年","木造","住宅","住宅","南東","私道",4.3,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",15,4000000,"",70,"","ほぼ長方形",5.1,60,"1973年","木造","住宅","住宅","北東","私道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川","30分～60分",15000000,"",100,"","ほぼ長方形","",85,"1984年","木造","住宅","住宅","北東","道路",4.2,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,22000000,320000,220,98000,"ほぼ台形",14,"","","","","住宅","南西","市道",21,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",14,23000000,520000,145,160000,"ほぼ整形",10.5,"","","","","住宅","北西","私道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",19,36000000,"",130,"","ほぼ整形",5,110,"2025年","木造","住宅","住宅","西","私道",5.5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","加古川",16,43000000,"",160,"","ほぼ長方形",7.8,105,"2025年","木造","住宅","住宅","南東","道路",4,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",14,20000000,"",300,"","ほぼ台形",33.8,"","","","","住宅","北西","市道",5,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",13,4000000,80000,165,24000,"ほぼ整形",13,"","","","","","北西","市道",6,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",3,4000000,"",95,"","不整形",12,85,"1982年","木造","住宅","","南西","市道",6.5,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",10,11000000,"",125,"","ほぼ台形","",95,"1988年","木造","住宅","住宅","北東","市道",5.2,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","加古川町","日岡",12,12000000,"",170,"","ほぼ整形",9.7,120,"1979年","木造","住宅","住宅","北西","市道",12.6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",14,9600000,250000,125,75000,"ほぼ長方形",10.3,"","","","","住宅","北西","市道",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",16,31000000,340000,300,100000,"ほぼ長方形","","","","","","その他","南西","市道","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",11,37000000,"",130,"","ほぼ長方形",10,100,"2025年","木造","住宅","住宅","北","市道",6,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",13,17000000,370000,150,110000,"不整形",8.8,"","","","","住宅","北東","道路",6,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",12,4500000,"",125,"","ほぼ長方形",6.5,80,"1977年","木造","住宅","住宅","南西","市道",6,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",11,14000000,280000,165,84000,"ほぼ長方形","","","","","","住宅","北西","道路",4,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","加古川町","日岡",14,28000000,"",150,"","ほぼ台形","",105,"2017年","木造","住宅","住宅","南東","市道",6.1,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","加古川町","日岡",13,38000000,180000,700,55000,"不整形",30,"","","","","住宅","北西","市道",4,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町","厄神",11,3500000,23000,500,6900,"ほぼ整形",23,"","","","","住宅","南東","市道",3,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町","厄神",8,4800000,"",170,"","ほぼ台形",13.5,120,"1988年","木造","住宅","住宅","北","市道",4,"調整区域","","","2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町","厄神",9,22000000,52000,1400,16000,"不整形",45,"","","","","","西","市道",7,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","上荘町","厄神",20,12000000,"",670,"","ほぼ長方形",30,125,"1954年","木造","住宅、その他","その他","北東","市道",5,"調整区域",60,200,"2024年第4四半期",""
